0,1,source_pdf,page,table_num,2,3,4,5,6,7,8
"space telecommunications systems should not bypass state sovereignty in any case, and",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
the provision of satellite services within the territory of a state should be carried out only,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
if authorized by that state. We welcome the development of the BRICS White Paper on,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
Sustainable Space Connectivity Resources.,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
6,3. We recognize the importance of international cooperation for the peaceful exploration,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
and uses of outer space and reiterate our commitment to reducing existing asymmetries,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
in  space  capabilities  among  BRICS  countries.  We  recognize  that  strengthening  the,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
,"including respect for national data sovereignty, efficient, convenient, safe and mutually",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"agreed  cross-border  data  flows  and  ethical  use  of  data,  to  address  the  principles  of",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"collection,  recording,  storage,  organization,  processing  and  transfer  of  data;  protect",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"personal  information  rights  and  interests,  including  individual  privacy;  promote  the",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,interoperability of national data policy regulations; and distribute the monetary and non-,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"monetary benefits of data among developing countries and their citizens. In this regard,",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,we welcome the conclusion of the “BRICS Data Economy Governance Understanding”,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,as a roadmap to leverage the data economy across BRICS in order to promote safe access,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"to technology, safeguard individual and national interests, promote the digitalization of",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"industry and services, expansion of intra-BRICS trade.",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
6,7. We emphasize that e-commerce has become an important driver of global economic,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"growth, fostering international trade in goods and services, ensuring foreign investment",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,flows and facilitating innovation. We are resolved to further increase trust in e-commerce,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"and ensure full-fledged protection of the rights of e-commerce parties, by intensifying",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"cooperation in the realms of utilizing digital technologies for consumer rights protection,",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
exploring  online  dispute,resolution,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,tools  and  creating  enabling  environment,for,,,,,
,"businesses to enter global markets, exchanging views on the issue of small value product",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,trade through the cross-border e-commerce.,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
6,8. We continue to recognise the effectiveness of Special Economic Zones (SEZs) of the,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,BRICS countries as a well-established mechanism for trade and industrial cooperation,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"and the facilitation of manufacturing, including those but not limited to high-tech sectors",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"of the economy, IT and IT enabled services, tourism, port and transport infrastructure,",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,development and commercialization of technologies as well as for the production of new,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,types  of  value-added  products.  We  also  acknowledge  that  Special  Economic  Zones,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,provide immense opportunities for encouraging additional investment in priority areas of,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,economic  development  and  recognize  the  potential  of  SEZs  as  a  tool  to  stimulate,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"economic growth and create new job opportunities, specially, but not limited to, in high",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
tech and infrastructure sectors.,,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"69. We recognize that BRICS countries are key players in world food production and, as",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"such, have a critical role  in enhancing agricultural  productivity  and sustainability,  and",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"ensuring  global  food  security  and  nutrition.  We  also  recognize  that  family  farmers,",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"including  smallholders,  pastoralists,  artisanal  and  small-scale  fishers  and  aquaculture",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"producers, indigenous peoples  and local communities, women and youth, are essential",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,stakeholders of agriculture and food systems. We welcome ongoing efforts to promote,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"sustainability, inclusivity, and equitable market access in the global sustainable vegetable",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,oils sector. We call for continued collaboration among BRICS countries and partners to,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"support  smallholder  farmers,  ensure  fair  pricing,  and  foster  resilient  and  sustainable",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,agricultural value chains. We recognize that mechanization and technological innovation,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"in  small-scale  agriculture,  including  information  and  digital  innovations,  are  strategic",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
"opportunities  for  reducing  the  drudgery  of  work,  increasing  productivity  and  income,",,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
"enhancing resilience, and accelerating the sustainable transition.",,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
70. We emphasize the importance of ensuring food security and nutrition and mitigating,,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
"the  impacts  of  acute  food  price  volatility,  as  well  as  abrupt  supply  crises,  including",,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
"fertilizers  shortage. 
In","this 
regard,  we  acknowledge",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,the,importance  of  continued,,,,,
,elaboration  of  the  initiative  to  establish  a  grain  trading  platform  within  BRICS  (the,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,"BRICS  Grain  Exchange)  and  its  subsequent  development,  and  expanding  into  other",250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
,agricultural  products  and  commodities.  We  support  further  discussions  on  national,250705 - BRICS - Leaders Declaration - EN.pdf,17,16,,,,,,,
"encourage 
the 
timely","conclusion 
of 
the 
negotiations 
of 
the  Memorandum 
of",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"Understanding  on  Cooperation  in  the  Field  of  Standardization,  as  the  next  milestone",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
towards  fostering  standardization  and  metrology  as  effective  tools  to  help  eliminate,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
barriers to trade and facilitate the cross-border movement of goods and services.,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
7,4. We commend the continuous exchange of best practices between the Supreme Audit,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
Institutions of the BRICS countries. Taking into account the role of SAIs in promoting,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"good governance  and  effectiveness of  public policies, we  recognize the  importance  of",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"SAIs’  taking  full  advantage  of  the  opportunities  offered  by  the  digital  technologies,",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
,"including the AI, in their work, while minimizing the risks created by these technologies.",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
7,"5. Recognizing the importance  of official statistics for effective decision-making, we",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"express our support to enhance the statistical cooperation within BRICS, including the",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
annual release of the BRICS Joint Statistical Publication and the BRICS Joint Statistical,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"Publication  Snapshot,  as  well  as  exchange  of  best  practices  in  the  areas  of  official",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
statistics in the BRICS countries.,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"76. We will continue to cooperate to promote a fair, more inclusive, stable, and efficient",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
international  tax  system  fit  for  the  21st  century.  We  restate  our  commitment  to  tax,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"transparency and to fostering global dialogue on effective and fair taxation, enhancing",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
progressivity and contributing to the efforts to reduce inequality. We aim to deepen global,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"coordination  between  tax  authorities,  improve  domestic  revenue  mobilization,  provide",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
fair  allocation  of  taxing  rights  and  combat  tax  evasion  and  tax-related  illicit  financial,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"flows. In this regard, we welcome the BRICS Joint Statement in support of the United",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
Nations Framework Convention on International Tax Cooperation and will continue to,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
engage constructively in the negotiations of the UN Convention and its protocols. We,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"welcome the progress in customs cooperation, notably the initiatives for implementing",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
the Joint Action Plan towards Mutual Recognition of the Authorized Economic Operator,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"programs,  subject","to  such  exceptions,  modifications  or  adaptations  as  agreed  on",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
bilaterally. A  key  development  in customs  cooperation  is the  establishment  of  BRICS,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"Customs Centers of Excellence and the development of Smart Customs, which we will",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
continue to encourage.,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
7,7.  We  highlight  the  fruitful  cooperation  carried  out  under  IP  BRICS  by  Intellectual,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
Property (IP) Offices. We support achieving more practical outcomes under 8 cooperation,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
streams  such  as  promotion  of  IP  awareness  and  examiners’  training  guided  by  the,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"Operational Guideline Framework, seeking a strong contribution for IP to economic and",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
social  development.  We  welcome    the  adoption  of  the  WIPO  Treaty  on  Intellectual,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"Property,  Genetic  Resources  and  Associated  Traditional  Knowledge  and  the  Riyadh",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
Design Law Treaty on which BRICS countries have considerable interest and commit to,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
enhanced  collaboration  among  BRICS  countries.  We  recognize,"the 
importance  of",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
collaborating on promoting respect for the intellectual property rights used in the digital,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"environment,","including  for  artificial 
intelligence 
training  purposes,  as  well  as  fair",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"remuneration  to  right  holders,  while  respecting  the  needs  and  priorities  of  developing",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"countries.  With 
the","rise  of 
application  of  AI,  we 
recognize 
risks 
relating 
to",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"misappropriation and misrepresentation of knowledge, heritage, and cultural values that",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
are insufficiently represented in data sets and AI models.,,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
7,"8.  We  celebrate  the  ten-year  milestone  of  cooperation  in  Science,  Technology  and",250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
"Innovation (STI) within BRICS, acknowledging the significant achievements made since",,250705 - BRICS - Leaders Declaration - EN.pdf,19,18,,,,,,,
,"the signing of the Memorandum of Understanding on Cooperation in STI, in 2015, by the",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,"STI Ministers of Brazil, Russia, India, China and South Africa. We welcome the ongoing",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,process  of  incorporation  of  new  members  to  the  Memorandum  through  its  Accession,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,Protocol. We reaffirm that the ultimate purpose of BRICS cooperation in STI is to forge,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
new  productive  forces  for  development  of  BRICS  countries  and  advance  sustainable,,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
"development  in  its  three  dimensions,  through  a  partnership  rooted  in  collaboration,",,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
"contributing  to  the  strengthening  of  friendship,  mutual  understanding,  and  peaceful",,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
relations among BRICS nations.,,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
7,9.  We  commend  the  work  of  the  BRICS  STI  Working  Groups.  We  appreciate  the,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
Brazilian  proposal,"to 
consider 
artificial 
intelligence,  quantum 
technologies",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,and,,,,,,
"innovation in industry as priorities in 2025, in a novel context of rapid advancement of",,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
emerging,technologies  and  national  reindustrialization  processes.  We  welcome,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,the,,,,,,
"BRICS Action Plan for Innovation 2025–2030, as well as the launching of the seventh",,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
Joint  Call  for  Research  Projects  and  the  first  Joint  Call  for  Innovation  Projects.  We,,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,"welcome the Brazilian proposal to discuss the undertaking, in 2025, of a “Technical and",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,Economic  Feasibility  Study”  for  establishing  a  high-speed  communication  network,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,though submarine cables between BRICS countries. We encourage all BRICS members,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,to promote the participation of young scientists and startups through initiatives such as,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,"the Young Scientists Forum, which comes to its 10th edition this year, and the Young",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,Innovators  Prize.  We  welcome  advancing  the  cooperative  agenda  of  deep-sea  joint,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,"research,  including  the  elaboration  of  the  terms  of  reference  that  will  complete  the",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,establishment  of  the  BRICS  Deep-Sea  Resource  International  Research  Center.  We,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,reaffirm commitment to develop cooperation in the field of humanities and welcome the,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
holding of the Forum on social sciences and humanities research in Russia in 2025.,,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
8,0.  Acknowledging  that  the  BRICS  countries  have  immense  potential  in  the  tourism,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,sector and offer promising possibilities for the growth and development of sustainable,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,"and resilient tourism, including ecotourism – further enhanced by membership expansion",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
"in  2024,  which  provided  new  opportunities  for  collaboration  and  for  boosting  intra-",,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
"BRICS  travel  –,  we  welcome the results  of  the  Tourism  Working  Group,  notably:  the",,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
promotion of Regional Tourism strategies to strengthen synergies and complementarities,,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,"among  member  states;  the  advancement  of  Sustainable,  Resilient  and  Regenerative",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
Tourism  as  a  means,"to 
tackle  shared  challenges;  and",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,the  formulation  of  strategic,,,,,,
,guidelines to harness the potential of Digital Nomads as agents of local development and,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
,"cultural  exchange.  We  reaffirm  our  commitment  to  expanding  BRICS  cooperation,",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
fostering,"innovation,  and  ensuring 
that 
tourism  contributes  meaningfully 
to",250705 - BRICS - Leaders Declaration - EN.pdf,20,19,the,,,,,,
achievement of the Sustainable Development Goals.,,250705 - BRICS - Leaders Declaration - EN.pdf,20,19,,,,,,,
85.  We strongly call for broad cooperation to promote a supportive and open international,,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,economic system that would lead to sustainable economic growth and development in all,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"countries,  particularly  developing  countries,  thus  enabling  them  better  to  address  the",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"problems of climate change, and stress that measures taken to combat climate change,",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"including  unilateral  ones,  should  not  constitute  a  means  of  arbitrary  or  unjustifiable",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
discrimination  or  a  disguised,restriction  on,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,international,trade.  Recognizing,the,,,,
,opportunities and challenges presented by measures of a hybrid legal nature combining,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"trade  and  environmental  dimensions,  they  expressed  strong  concern  and  opposed  the",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,increasing use  of unilateral trade measures introduced in the context of environmental,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"objectives and welcomed the establishment of the BRICS Laboratory for Trade, Climate",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,Change  and  Sustainable  Development  as  a  platform  for  facilitating  collaboration  on,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"mutually supportive approaches to trade and environmental policy, ensuring that BRICS",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"members can better harness the benefits of trade, jointly respond to unilateral measures",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,and contribute to global efforts against climate change.,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
8,6. We welcome the adoption of the Terms of Reference for the BRICS Climate Research,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,Platform and recognize it as a meaningful contribution to enhance the scientific and expert,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"exchange of views, knowledge and best practices among BRICS member countries.",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
8,"7. We acknowledge Article 6 of the Paris Agreement, as an important instrument for",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,fostering higher ambition in mitigation actions and to promote sustainable development,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"and environmental integrity, by offering pathways to steer private and public investment",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"towards  climate  efforts.  By  strengthening  these  mechanisms,  we  can  catalyze  private",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"sector engagement, encourage technology transfer, and complement public finance flows.",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,We  note  the  provisions  of  the  Memorandum  of  Understanding  on  the  BRICS  Carbon,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,Markets  Partnership  and  its  value  for  promoting  cooperation  in  the  field  of  carbon,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"markets, with a specific focus on capacity building and exchange of experiences. We look",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,forward  to  its  implementation  as  a  cooperative  approach  to  support  members  in  their,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"climate strategies, including in complementing mitigation efforts and mobilizing needed",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
resources.,,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"88. We reject unilateral, punitive and discriminatory protectionist measures, that are not",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"in  line  with  international  law,  under  the  pretext  of  environmental  concerns,  such  as",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
"unilateral 
and 
discriminatory","carbon 
border",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,adjustment  mechanisms,,"(CBAMs),",,,,
,"deforestation  regulation,  due  diligence  requirements,  taxes  and  other  measures  and",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,reconfirm our full support for the call in COP28 related to avoidance of unilateral trade,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,measures  based  on  climate  or  environment.  We  also  oppose  unilateral  protectionist,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"measures, which deliberately disrupt the global supply and production chains and distort",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
competition.,,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,89. Acknowledging our shared responsibility as both major producers and consumers of,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"energy, we reaffirm our commitment to ensure just and inclusive energy transitions, in",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"line with national circumstances, and universal access to affordable, reliable, sustainable,",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"and modern energy for all, as outlined in Sustainable Development Goal 7 (SDG7). In",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"this regard, we call for strengthened cooperation among BRICS countries to accelerate",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"progress towards that goal. With this in mind, we welcome the fruitful work of the BRICS",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,Committee  of  Senior  Energy  Officials  and  the  BRICS  Energy  Research  Cooperation,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"Platform, and take note of the updated Roadmap for BRICS Energy Cooperation 2025–",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,2030 and of the ongoing elaboration of the Reports on Access to Energy Services and,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,"New and Sustainable Fuels. We also take note of the 7th BRICS Youth Energy Summit,",250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
held on the 9 and 10 June in Brasília.,,250705 - BRICS - Leaders Declaration - EN.pdf,22,21,,,,,,,
,90. We recognize that energy security  is a  crucial  foundation  for social and economic,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"development, national security and the welfare of all nations. We highlight the need to",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,enhance energy security by ensuring energy market stability and maintaining undisrupted,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"flows of energy from diverse sources, strengthening value chains, ensuring resilience and",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"protection  of  critical  energy  infrastructure,  including  cross-border  infrastructure.  We",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"acknowledge  fossil  fuels  will  still  play  an  important  role  in  the  world’s  energy  mix,",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"particularly for emerging markets and developing economies, and we recognize the need",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"to  promote  just,  orderly,  equitable  and    inclusive  energy  transitions  and  reduce  GHG",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"emissions  in  line  with  our  climate  goals  and  observing  SDG7,    and  the  principles  of",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,technological  neutrality  and  common  but  differentiated  responsibilities  and  respective,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"capabilities taking into account national circumstances, needs and priorities. Recognizing",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"the interconnection between addressing climate change and promoting energy transitions,",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,we reiterate our shared commitment to fostering economic development in a sustainable,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"way in line with the UNFCCC, its Paris Agreement, and national circumstances.",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,91. We underscore the need to catalyse the cooperation in access to finance and scale up,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,investment  for  bridging  the  funding  gap  for  energy  transitions  and  call  for  allocating,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"adequate, predictable and accessible low-cost and concessional finance from developed",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,to  developing  countries  for  just  and  inclusive  energy  transitions  in  line  with  the  Paris,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"Agreement and its principles, while considering the concept of transitional financing. We",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"stress that non-discriminatory access to markets, technologies and low-interest finance is",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,essential for sustainable development.,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
9,2. We recognize the key role of critical minerals for the development of zero- and low-,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
,"emission energy technologies, energy security, and resilience of energy supply chains.",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
We  affirm,the  need,250705 - BRICS - Leaders Declaration - EN.pdf,23,22,to  promote,"reliable,","responsible,  diversified,",,,"resilient,","fair,"
,"sustainable, and just supply chains of such minerals to guarantee benefit sharing, value",250705 - BRICS - Leaders Declaration - EN.pdf,23,22,,,,,,,
